filepath,label,item,split
train/fresh/lemon_fresh_0186.jpg,fresh,lemon,train
train/fresh/pineapple_fresh_0083.jpg,fresh,pineapple,train
train/fresh/strawberry_fresh_0148.jpg,fresh,strawberry,train
train/fresh/grapes_fresh_0149.jpg,fresh,grapes,train
train/fresh/banana_fresh_0094.jpg,fresh,banana,train
train/fresh/banana_fresh_0047.jpg,fresh,banana,train
train/fresh/pear_fresh_0107.jpg,fresh,pear,train
train/fresh/peach_fresh_0010.jpg,fresh,peach,train
train/fresh/potato_fresh_0031.jpg,fresh,potato,train
train/fresh/broccoli_fresh_0149.jpg,fresh,broccoli,train
train/fresh/strawberry_fresh_0187.jpg,fresh,strawberry,train
train/fresh/strawberry_fresh_0107.jpg,fresh,strawberry,train
train/fresh/corn_fresh_0029.jpg,fresh,corn,train
train/fresh/cucumber_fresh_0007.jpg,fresh,cucumber,train
train/fresh/lemon_fresh_0175.jpg,fresh,lemon,train
train/fresh/grapes_fresh_0049.jpg,fresh,grapes,train
train/fresh/potato_fresh_0088.jpg,fresh,potato,train
train/fresh/carrot_fresh_0059.jpg,fresh,carrot,train
train/fresh/peach_fresh_0148.jpg,fresh,peach,train
train/fresh/onion_fresh_0061.jpg,fresh,onion,train
train/fresh/grapes_fresh_0085.jpg,fresh,grapes,train
train/fresh/strawberry_fresh_0130.jpg,fresh,strawberry,train
train/fresh/spinach_fresh_0023.jpg,fresh,spinach,train
train/fresh/lemon_fresh_0139.jpg,fresh,lemon,train
train/fresh/pear_fresh_0085.jpg,fresh,pear,train
train/fresh/tomato_fresh_0008.jpg,fresh,tomato,train
train/fresh/strawberry_fresh_0068.jpg,fresh,strawberry,train
train/fresh/potato_fresh_0046.jpg,fresh,potato,train
train/fresh/peach_fresh_0177.jpg,fresh,peach,train
train/fresh/cucumber_fresh_0196.jpg,fresh,cucumber,train
train/fresh/grapes_fresh_0095.jpg,fresh,grapes,train
train/fresh/onion_fresh_0136.jpg,fresh,onion,train
train/fresh/orange_fresh_0195.jpg,fresh,orange,train
train/fresh/broccoli_fresh_0171.jpg,fresh,broccoli,train
train/fresh/pear_fresh_0159.jpg,fresh,pear,train
train/fresh/grapes_fresh_0013.jpg,fresh,grapes,train
train/fresh/spinach_fresh_0115.jpg,fresh,spinach,train
train/fresh/tomato_fresh_0012.jpg,fresh,tomato,train
train/fresh/potato_fresh_0125.jpg,fresh,potato,train
train/fresh/corn_fresh_0058.jpg,fresh,corn,train
train/fresh/grapes_fresh_0048.jpg,fresh,grapes,train
train/fresh/grapes_fresh_0107.jpg,fresh,grapes,train
train/fresh/spinach_fresh_0063.jpg,fresh,spinach,train
train/fresh/tomato_fresh_0040.jpg,fresh,tomato,train
train/fresh/onion_fresh_0038.jpg,fresh,onion,train
train/fresh/cucumber_fresh_0055.jpg,fresh,cucumber,train
train/fresh/apple_fresh_0173.jpg,fresh,apple,train
train/fresh/tomato_fresh_0115.jpg,fresh,tomato,train
train/fresh/carrot_fresh_0172.jpg,fresh,carrot,train
train/fresh/pineapple_fresh_0117.jpg,fresh,pineapple,train
train/fresh/strawberry_fresh_0196.jpg,fresh,strawberry,train
train/fresh/spinach_fresh_0066.jpg,fresh,spinach,train
train/fresh/mango_fresh_0075.jpg,fresh,mango,train
train/fresh/spinach_fresh_0198.jpg,fresh,spinach,train
train/fresh/spinach_fresh_0014.jpg,fresh,spinach,train
train/fresh/orange_fresh_0158.jpg,fresh,orange,train
train/fresh/mango_fresh_0078.jpg,fresh,mango,train
train/fresh/orange_fresh_0049.jpg,fresh,orange,train
train/fresh/garlic_fresh_0138.jpg,fresh,garlic,train
train/fresh/pear_fresh_0157.jpg,fresh,pear,train
train/fresh/potato_fresh_0058.jpg,fresh,potato,train
train/fresh/strawberry_fresh_0066.jpg,fresh,strawberry,train
train/fresh/cucumber_fresh_0145.jpg,fresh,cucumber,train
train/fresh/spinach_fresh_0129.jpg,fresh,spinach,train
train/fresh/pineapple_fresh_0161.jpg,fresh,pineapple,train
train/fresh/tomato_fresh_0060.jpg,fresh,tomato,train
train/fresh/grapes_fresh_0172.jpg,fresh,grapes,train
train/fresh/pear_fresh_0181.jpg,fresh,pear,train
train/fresh/lemon_fresh_0126.jpg,fresh,lemon,train
train/fresh/potato_fresh_0138.jpg,fresh,potato,train
train/fresh/apple_fresh_0012.jpg,fresh,apple,train
train/fresh/carrot_fresh_0018.jpg,fresh,carrot,train
train/fresh/carrot_fresh_0055.jpg,fresh,carrot,train
train/fresh/tomato_fresh_0013.jpg,fresh,tomato,train
train/fresh/banana_fresh_0109.jpg,fresh,banana,train
train/fresh/pineapple_fresh_0103.jpg,fresh,pineapple,train
train/fresh/bell_pepper_fresh_0076.jpg,fresh,bell_pepper,train
train/fresh/spinach_fresh_0075.jpg,fresh,spinach,train
train/fresh/bell_pepper_fresh_0073.jpg,fresh,bell_pepper,train
train/fresh/onion_fresh_0164.jpg,fresh,onion,train
train/fresh/potato_fresh_0167.jpg,fresh,potato,train
train/fresh/broccoli_fresh_0000.jpg,fresh,broccoli,train
train/fresh/apple_fresh_0149.jpg,fresh,apple,train
train/fresh/banana_fresh_0046.jpg,fresh,banana,train
train/fresh/broccoli_fresh_0191.jpg,fresh,broccoli,train
train/fresh/mango_fresh_0004.jpg,fresh,mango,train
train/fresh/potato_fresh_0044.jpg,fresh,potato,train
train/fresh/pear_fresh_0048.jpg,fresh,pear,train
train/fresh/mango_fresh_0160.jpg,fresh,mango,train
train/fresh/onion_fresh_0056.jpg,fresh,onion,train
train/fresh/pineapple_fresh_0164.jpg,fresh,pineapple,train
train/fresh/cucumber_fresh_0199.jpg,fresh,cucumber,train
train/fresh/banana_fresh_0127.jpg,fresh,banana,train
train/fresh/carrot_fresh_0127.jpg,fresh,carrot,train
train/fresh/broccoli_fresh_0137.jpg,fresh,broccoli,train
train/fresh/banana_fresh_0135.jpg,fresh,banana,train
train/fresh/corn_fresh_0057.jpg,fresh,corn,train
train/fresh/onion_fresh_0025.jpg,fresh,onion,train
train/fresh/potato_fresh_0128.jpg,fresh,potato,train
train/fresh/apple_fresh_0184.jpg,fresh,apple,train
train/fresh/corn_fresh_0138.jpg,fresh,corn,train
train/fresh/corn_fresh_0197.jpg,fresh,corn,train
train/fresh/orange_fresh_0136.jpg,fresh,orange,train
train/fresh/potato_fresh_0182.jpg,fresh,potato,train
train/fresh/banana_fresh_0049.jpg,fresh,banana,train
train/fresh/mango_fresh_0092.jpg,fresh,mango,train
train/fresh/lemon_fresh_0194.jpg,fresh,lemon,train
train/fresh/bell_pepper_fresh_0114.jpg,fresh,bell_pepper,train
train/fresh/carrot_fresh_0185.jpg,fresh,carrot,train
train/fresh/corn_fresh_0181.jpg,fresh,corn,train
train/fresh/grapes_fresh_0195.jpg,fresh,grapes,train
train/fresh/spinach_fresh_0105.jpg,fresh,spinach,train
train/fresh/apple_fresh_0165.jpg,fresh,apple,train
train/fresh/tomato_fresh_0044.jpg,fresh,tomato,train
train/fresh/bell_pepper_fresh_0034.jpg,fresh,bell_pepper,train
train/fresh/grapes_fresh_0136.jpg,fresh,grapes,train
train/fresh/spinach_fresh_0173.jpg,fresh,spinach,train
train/fresh/cucumber_fresh_0112.jpg,fresh,cucumber,train
train/fresh/pineapple_fresh_0149.jpg,fresh,pineapple,train
train/fresh/cucumber_fresh_0027.jpg,fresh,cucumber,train
train/fresh/spinach_fresh_0043.jpg,fresh,spinach,train
train/fresh/garlic_fresh_0091.jpg,fresh,garlic,train
train/fresh/mango_fresh_0098.jpg,fresh,mango,train
train/fresh/bell_pepper_fresh_0151.jpg,fresh,bell_pepper,train
train/fresh/pineapple_fresh_0053.jpg,fresh,pineapple,train
train/fresh/potato_fresh_0081.jpg,fresh,potato,train
train/fresh/potato_fresh_0078.jpg,fresh,potato,train
train/fresh/strawberry_fresh_0088.jpg,fresh,strawberry,train
train/fresh/mango_fresh_0153.jpg,fresh,mango,train
train/fresh/peach_fresh_0021.jpg,fresh,peach,train
train/fresh/grapes_fresh_0190.jpg,fresh,grapes,train
train/fresh/peach_fresh_0065.jpg,fresh,peach,train
train/fresh/peach_fresh_0078.jpg,fresh,peach,train
train/fresh/bell_pepper_fresh_0180.jpg,fresh,bell_pepper,train
train/fresh/banana_fresh_0063.jpg,fresh,banana,train
train/fresh/banana_fresh_0075.jpg,fresh,banana,train
train/fresh/strawberry_fresh_0186.jpg,fresh,strawberry,train
train/fresh/potato_fresh_0115.jpg,fresh,potato,train
train/fresh/apple_fresh_0160.jpg,fresh,apple,train
train/fresh/broccoli_fresh_0005.jpg,fresh,broccoli,train
train/fresh/mango_fresh_0196.jpg,fresh,mango,train
train/fresh/orange_fresh_0059.jpg,fresh,orange,train
train/fresh/pear_fresh_0011.jpg,fresh,pear,train
train/fresh/cucumber_fresh_0016.jpg,fresh,cucumber,train
train/fresh/broccoli_fresh_0173.jpg,fresh,broccoli,train
train/fresh/banana_fresh_0113.jpg,fresh,banana,train
train/fresh/spinach_fresh_0145.jpg,fresh,spinach,train
train/fresh/banana_fresh_0196.jpg,fresh,banana,train
train/fresh/onion_fresh_0140.jpg,fresh,onion,train
train/fresh/carrot_fresh_0121.jpg,fresh,carrot,train
train/fresh/corn_fresh_0037.jpg,fresh,corn,train
train/fresh/onion_fresh_0046.jpg,fresh,onion,train
train/fresh/lemon_fresh_0008.jpg,fresh,lemon,train
train/fresh/carrot_fresh_0039.jpg,fresh,carrot,train
train/fresh/garlic_fresh_0024.jpg,fresh,garlic,train
train/fresh/potato_fresh_0039.jpg,fresh,potato,train
train/fresh/peach_fresh_0006.jpg,fresh,peach,train
train/fresh/orange_fresh_0001.jpg,fresh,orange,train
train/fresh/mango_fresh_0165.jpg,fresh,mango,train
train/fresh/tomato_fresh_0180.jpg,fresh,tomato,train
train/fresh/cucumber_fresh_0082.jpg,fresh,cucumber,train
train/fresh/cucumber_fresh_0118.jpg,fresh,cucumber,train
train/fresh/strawberry_fresh_0173.jpg,fresh,strawberry,train
train/fresh/onion_fresh_0126.jpg,fresh,onion,train
train/fresh/broccoli_fresh_0150.jpg,fresh,broccoli,train
train/fresh/orange_fresh_0171.jpg,fresh,orange,train
train/fresh/bell_pepper_fresh_0134.jpg,fresh,bell_pepper,train
train/fresh/banana_fresh_0043.jpg,fresh,banana,train
train/fresh/banana_fresh_0087.jpg,fresh,banana,train
train/fresh/lemon_fresh_0092.jpg,fresh,lemon,train
train/fresh/peach_fresh_0027.jpg,fresh,peach,train
train/fresh/pineapple_fresh_0177.jpg,fresh,pineapple,train
train/fresh/orange_fresh_0034.jpg,fresh,orange,train
train/fresh/grapes_fresh_0177.jpg,fresh,grapes,train
train/fresh/orange_fresh_0027.jpg,fresh,orange,train
train/fresh/banana_fresh_0032.jpg,fresh,banana,train
train/fresh/bell_pepper_fresh_0077.jpg,fresh,bell_pepper,train
train/fresh/grapes_fresh_0033.jpg,fresh,grapes,train
train/fresh/orange_fresh_0051.jpg,fresh,orange,train
train/fresh/onion_fresh_0012.jpg,fresh,onion,train
train/fresh/carrot_fresh_0031.jpg,fresh,carrot,train
train/fresh/corn_fresh_0000.jpg,fresh,corn,train
train/fresh/corn_fresh_0015.jpg,fresh,corn,train
train/fresh/potato_fresh_0137.jpg,fresh,potato,train
train/fresh/spinach_fresh_0152.jpg,fresh,spinach,train
train/fresh/broccoli_fresh_0169.jpg,fresh,broccoli,train
train/fresh/grapes_fresh_0058.jpg,fresh,grapes,train
train/fresh/strawberry_fresh_0195.jpg,fresh,strawberry,train
train/fresh/grapes_fresh_0135.jpg,fresh,grapes,train
train/fresh/broccoli_fresh_0128.jpg,fresh,broccoli,train
train/fresh/pear_fresh_0022.jpg,fresh,pear,train
train/fresh/potato_fresh_0007.jpg,fresh,potato,train
train/fresh/grapes_fresh_0168.jpg,fresh,grapes,train
train/fresh/corn_fresh_0142.jpg,fresh,corn,train
train/fresh/orange_fresh_0064.jpg,fresh,orange,train
train/fresh/pear_fresh_0015.jpg,fresh,pear,train
train/fresh/corn_fresh_0018.jpg,fresh,corn,train
train/fresh/orange_fresh_0108.jpg,fresh,orange,train
train/fresh/strawberry_fresh_0038.jpg,fresh,strawberry,train
train/fresh/pear_fresh_0087.jpg,fresh,pear,train
train/fresh/garlic_fresh_0089.jpg,fresh,garlic,train
train/fresh/strawberry_fresh_0174.jpg,fresh,strawberry,train
train/fresh/mango_fresh_0019.jpg,fresh,mango,train
train/fresh/peach_fresh_0085.jpg,fresh,peach,train
train/fresh/orange_fresh_0007.jpg,fresh,orange,train
train/fresh/onion_fresh_0134.jpg,fresh,onion,train
train/fresh/cucumber_fresh_0115.jpg,fresh,cucumber,train
train/fresh/banana_fresh_0163.jpg,fresh,banana,train
train/fresh/strawberry_fresh_0156.jpg,fresh,strawberry,train
train/fresh/grapes_fresh_0162.jpg,fresh,grapes,train
train/fresh/peach_fresh_0147.jpg,fresh,peach,train
train/fresh/potato_fresh_0038.jpg,fresh,potato,train
train/fresh/pineapple_fresh_0040.jpg,fresh,pineapple,train
train/fresh/cucumber_fresh_0129.jpg,fresh,cucumber,train
train/fresh/tomato_fresh_0116.jpg,fresh,tomato,train
train/fresh/grapes_fresh_0106.jpg,fresh,grapes,train
train/fresh/bell_pepper_fresh_0162.jpg,fresh,bell_pepper,train
train/fresh/tomato_fresh_0064.jpg,fresh,tomato,train
train/fresh/peach_fresh_0190.jpg,fresh,peach,train
train/fresh/carrot_fresh_0026.jpg,fresh,carrot,train
train/fresh/orange_fresh_0078.jpg,fresh,orange,train
train/fresh/pear_fresh_0161.jpg,fresh,pear,train
train/fresh/tomato_fresh_0184.jpg,fresh,tomato,train
train/fresh/orange_fresh_0183.jpg,fresh,orange,train
train/fresh/tomato_fresh_0097.jpg,fresh,tomato,train
train/fresh/mango_fresh_0077.jpg,fresh,mango,train
train/fresh/mango_fresh_0170.jpg,fresh,mango,train
train/fresh/banana_fresh_0030.jpg,fresh,banana,train
train/fresh/corn_fresh_0143.jpg,fresh,corn,train
train/fresh/grapes_fresh_0004.jpg,fresh,grapes,train
train/fresh/onion_fresh_0099.jpg,fresh,onion,train
train/fresh/garlic_fresh_0066.jpg,fresh,garlic,train
train/fresh/potato_fresh_0072.jpg,fresh,potato,train
train/fresh/broccoli_fresh_0182.jpg,fresh,broccoli,train
train/fresh/broccoli_fresh_0024.jpg,fresh,broccoli,train
train/fresh/corn_fresh_0064.jpg,fresh,corn,train
train/fresh/orange_fresh_0100.jpg,fresh,orange,train
train/fresh/apple_fresh_0040.jpg,fresh,apple,train
train/fresh/potato_fresh_0045.jpg,fresh,potato,train
train/fresh/peach_fresh_0172.jpg,fresh,peach,train
train/fresh/tomato_fresh_0125.jpg,fresh,tomato,train
train/fresh/peach_fresh_0014.jpg,fresh,peach,train
train/fresh/spinach_fresh_0163.jpg,fresh,spinach,train
train/fresh/mango_fresh_0113.jpg,fresh,mango,train
train/fresh/peach_fresh_0181.jpg,fresh,peach,train
train/fresh/cucumber_fresh_0092.jpg,fresh,cucumber,train
train/fresh/corn_fresh_0093.jpg,fresh,corn,train
train/fresh/carrot_fresh_0118.jpg,fresh,carrot,train
train/fresh/peach_fresh_0195.jpg,fresh,peach,train
train/fresh/onion_fresh_0115.jpg,fresh,onion,train
train/fresh/grapes_fresh_0072.jpg,fresh,grapes,train
train/fresh/carrot_fresh_0179.jpg,fresh,carrot,train
train/fresh/potato_fresh_0178.jpg,fresh,potato,train
train/fresh/garlic_fresh_0116.jpg,fresh,garlic,train
train/fresh/strawberry_fresh_0055.jpg,fresh,strawberry,train
train/fresh/carrot_fresh_0085.jpg,fresh,carrot,train
train/fresh/mango_fresh_0028.jpg,fresh,mango,train
train/fresh/apple_fresh_0062.jpg,fresh,apple,train
train/fresh/tomato_fresh_0017.jpg,fresh,tomato,train
train/fresh/broccoli_fresh_0094.jpg,fresh,broccoli,train
train/fresh/carrot_fresh_0115.jpg,fresh,carrot,train
train/fresh/broccoli_fresh_0062.jpg,fresh,broccoli,train
train/fresh/grapes_fresh_0140.jpg,fresh,grapes,train
train/fresh/bell_pepper_fresh_0106.jpg,fresh,bell_pepper,train
train/fresh/strawberry_fresh_0135.jpg,fresh,strawberry,train
train/fresh/carrot_fresh_0143.jpg,fresh,carrot,train
train/fresh/garlic_fresh_0065.jpg,fresh,garlic,train
train/fresh/onion_fresh_0071.jpg,fresh,onion,train
train/fresh/apple_fresh_0007.jpg,fresh,apple,train
train/fresh/onion_fresh_0107.jpg,fresh,onion,train
train/fresh/carrot_fresh_0130.jpg,fresh,carrot,train
train/fresh/garlic_fresh_0094.jpg,fresh,garlic,train
train/fresh/apple_fresh_0048.jpg,fresh,apple,train
train/fresh/pear_fresh_0099.jpg,fresh,pear,train
train/fresh/garlic_fresh_0007.jpg,fresh,garlic,train
train/fresh/onion_fresh_0131.jpg,fresh,onion,train
train/fresh/cucumber_fresh_0101.jpg,fresh,cucumber,train
train/fresh/pear_fresh_0194.jpg,fresh,pear,train
train/fresh/carrot_fresh_0106.jpg,fresh,carrot,train
train/fresh/broccoli_fresh_0158.jpg,fresh,broccoli,train
train/fresh/peach_fresh_0028.jpg,fresh,peach,train
train/fresh/peach_fresh_0064.jpg,fresh,peach,train
train/fresh/mango_fresh_0034.jpg,fresh,mango,train
train/fresh/onion_fresh_0121.jpg,fresh,onion,train
train/fresh/strawberry_fresh_0177.jpg,fresh,strawberry,train
train/fresh/spinach_fresh_0085.jpg,fresh,spinach,train
train/fresh/garlic_fresh_0044.jpg,fresh,garlic,train
train/fresh/apple_fresh_0081.jpg,fresh,apple,train
train/fresh/grapes_fresh_0069.jpg,fresh,grapes,train
train/fresh/strawberry_fresh_0127.jpg,fresh,strawberry,train
train/fresh/cucumber_fresh_0150.jpg,fresh,cucumber,train
train/fresh/bell_pepper_fresh_0099.jpg,fresh,bell_pepper,train
train/fresh/corn_fresh_0103.jpg,fresh,corn,train
train/fresh/strawberry_fresh_0030.jpg,fresh,strawberry,train
train/fresh/lemon_fresh_0171.jpg,fresh,lemon,train
train/fresh/tomato_fresh_0091.jpg,fresh,tomato,train
train/fresh/tomato_fresh_0104.jpg,fresh,tomato,train
train/fresh/bell_pepper_fresh_0154.jpg,fresh,bell_pepper,train
train/fresh/tomato_fresh_0123.jpg,fresh,tomato,train
train/fresh/garlic_fresh_0018.jpg,fresh,garlic,train
train/fresh/onion_fresh_0105.jpg,fresh,onion,train
train/fresh/lemon_fresh_0125.jpg,fresh,lemon,train
train/fresh/broccoli_fresh_0021.jpg,fresh,broccoli,train
train/fresh/lemon_fresh_0195.jpg,fresh,lemon,train
train/fresh/potato_fresh_0074.jpg,fresh,potato,train
train/fresh/strawberry_fresh_0190.jpg,fresh,strawberry,train
train/fresh/mango_fresh_0030.jpg,fresh,mango,train
train/fresh/tomato_fresh_0130.jpg,fresh,tomato,train
train/fresh/spinach_fresh_0027.jpg,fresh,spinach,train
train/fresh/peach_fresh_0036.jpg,fresh,peach,train
train/fresh/corn_fresh_0195.jpg,fresh,corn,train
train/fresh/potato_fresh_0139.jpg,fresh,potato,train
train/fresh/lemon_fresh_0070.jpg,fresh,lemon,train
train/fresh/apple_fresh_0123.jpg,fresh,apple,train
train/fresh/banana_fresh_0188.jpg,fresh,banana,train
train/fresh/garlic_fresh_0172.jpg,fresh,garlic,train
train/fresh/broccoli_fresh_0130.jpg,fresh,broccoli,train
train/fresh/cucumber_fresh_0168.jpg,fresh,cucumber,train
train/fresh/cucumber_fresh_0068.jpg,fresh,cucumber,train
train/fresh/peach_fresh_0170.jpg,fresh,peach,train
train/fresh/lemon_fresh_0073.jpg,fresh,lemon,train
train/fresh/lemon_fresh_0052.jpg,fresh,lemon,train
train/fresh/broccoli_fresh_0060.jpg,fresh,broccoli,train
train/fresh/carrot_fresh_0100.jpg,fresh,carrot,train
train/fresh/grapes_fresh_0036.jpg,fresh,grapes,train
train/fresh/mango_fresh_0172.jpg,fresh,mango,train
train/fresh/banana_fresh_0164.jpg,fresh,banana,train
train/fresh/peach_fresh_0074.jpg,fresh,peach,train
train/fresh/lemon_fresh_0166.jpg,fresh,lemon,train
train/fresh/pear_fresh_0138.jpg,fresh,pear,train
train/fresh/lemon_fresh_0061.jpg,fresh,lemon,train
train/fresh/onion_fresh_0104.jpg,fresh,onion,train
train/fresh/peach_fresh_0178.jpg,fresh,peach,train
train/fresh/potato_fresh_0053.jpg,fresh,potato,train
train/fresh/peach_fresh_0109.jpg,fresh,peach,train
train/fresh/bell_pepper_fresh_0057.jpg,fresh,bell_pepper,train
train/fresh/pineapple_fresh_0095.jpg,fresh,pineapple,train
